b'United States'
b'United States'
b'Nigeria'
b'United States'
b'United Kingdom'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'Barbados'
"b""People's Republic of China"""
b'United States'
b'United States'
b'Kingdom of Saudi Arabia'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
b'United States'
